代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12032373.324800000000
真實報酬,2032373.324799999600

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,9035.125557763662
風險,83723.600493087404
起點值,0.107916113313
找到最佳解世代,1321
找到最佳解實驗#,1
找到最佳解次數,34

投資組合檔數,15
1102(1)[39],2227(11)[19],2408(23)[15],2801(28)[25],2882(31)[16],2884(33)[9],2886(35)[8],2891(38)[3],2892(39)[1],2912(40)[24],3008(41)[5],3045(42)[29],3481(43)[13],5880(46)[2],9999(49)[41],
FS( 194 ),654416.000000000000,879726.000000000000,1027306.000000000000,716386.000000000000,820176.000000000120,740466.000000000120,778346.000000000000,791866.000000000000,827705.999999999880,716226.000000000000,666666.000000000000,690066.000000000120,847865.999999999880,789576.000000000000,666666.000000000000,11613470.000000000000
FS( 195 ),654416.000000000000,876966.000000000000,1027306.000000000000,720786.000000000000,821875.999999999880,740466.000000000120,779946.000000000000,795866.000000000000,827705.999999999880,714226.000000000000,666666.000000000000,690066.000000000120,841865.999999999880,797736.000000000000,666666.000000000000,11622570.000000000000
FS( 196 ),660416.000000000000,886626.000000000000,1038506.000000000000,725185.999999999880,830375.999999999880,748666.000000000000,784746.000000000000,799866.000000000000,845305.999999999880,713226.000000000000,666666.000000000000,693066.000000000120,850865.999999999880,810486.000000000000,666666.000000000000,11720680.000000000000
FS( 197 ),659416.000000000000,882486.000000000120,1025706.000000000000,725185.999999999880,817625.999999999880,748666.000000000000,781546.000000000000,793866.000000000000,840906.000000000000,710226.000000000000,666666.000000000000,687066.000000000120,841865.999999999880,805386.000000000120,666666.000000000000,11653290.000000000000
FS( 198 ),660416.000000000000,885246.000000000000,1040106.000000000000,720786.000000000000,817625.999999999880,746615.999999999880,781546.000000000000,793866.000000000000,840906.000000000000,709226.000000000000,666666.000000000000,693066.000000000120,853865.999999999880,810486.000000000000,666666.000000000000,11687100.000000000000
FS( 199 ),661666.000000000000,894936.000000000000,1030506.000000000000,725185.999999999880,817625.999999999880,748666.000000000000,786346.000000000000,795866.000000000000,845305.999999999880,705226.000000000000,666666.000000000000,687066.000000000120,877865.999999999880,810486.000000000000,666666.000000000000,11720090.000000000000
FS( 200 ),660416.000000000000,894936.000000000000,1033706.000000000000,722986.000000000120,819326.000000000000,754816.000000000000,783146.000000000000,797866.000000000000,847505.999999999880,709226.000000000000,666666.000000000000,690066.000000000120,865865.999999999880,813035.999999999880,666666.000000000000,11726240.000000000000
FS( 201 ),665416.000000000000,881436.000000000000,1057706.000000000000,727386.000000000000,818476.000000000000,760966.000000000120,784746.000000000000,795866.000000000000,856305.999999999880,708226.000000000000,666666.000000000000,690066.000000000120,865865.999999999880,818136.000000000120,666666.000000000000,11763940.000000000000
FS( 202 ),662916.000000000000,867936.000000000000,1054506.000000000000,727386.000000000000,820176.000000000120,765066.000000000000,781546.000000000000,799866.000000000000,854105.999999999770,713226.000000000000,666666.000000000000,690066.000000000120,871865.999999999880,818136.000000000120,666666.000000000000,11760140.000000000000
FS( 203 ),664166.000000000000,863436.000000000000,1065706.000000000000,731786.000000000000,828676.000000000120,769166.000000000000,786346.000000000000,799866.000000000000,858505.999999999880,715226.000000000000,666666.000000000000,696066.000000000120,877865.999999999880,823236.000000000000,666666.000000000000,11813390.000000000000
FS( 204 ),664166.000000000000,867936.000000000000,1052906.000000000000,731786.000000000000,825276.000000000000,767115.999999999880,783146.000000000000,795866.000000000000,856305.999999999880,713226.000000000000,666666.000000000000,693066.000000000120,868865.999999999880,820686.000000000000,666666.000000000000,11773690.000000000000
FS( 205 ),674166.000000000000,863436.000000000000,1060906.000000000000,729586.000000000000,841426.000000000120,777365.999999999880,786346.000000000000,797866.000000000000,858505.999999999880,715226.000000000000,666666.000000000000,690066.000000000120,889865.999999999880,820686.000000000000,666666.000000000000,11838790.000000000000
FS( 206 ),685416.000000000000,858936.000000000000,1068906.000000000000,729586.000000000000,838026.000000000000,773266.000000000000,791146.000000000000,797866.000000000000,862906.000000000000,714226.000000000000,666666.000000000000,693066.000000000120,889865.999999999880,823236.000000000000,666666.000000000000,11859790.000000000000
FS( 207 ),687916.000000000000,861936.000000000000,1064106.000000000000,733986.000000000120,832926.000000000120,773266.000000000000,784746.000000000000,793866.000000000000,873906.000000000000,717226.000000000000,666666.000000000000,693066.000000000120,880865.999999999880,825785.999999999880,666666.000000000000,11856940.000000000000
FS( 208 ),687916.000000000000,861936.000000000000,1057706.000000000000,731786.000000000000,827826.000000000000,769166.000000000000,779946.000000000000,791866.000000000000,865105.999999999770,714226.000000000000,666666.000000000000,693066.000000000120,868865.999999999880,818136.000000000120,666666.000000000000,11800890.000000000000
FS( 209 ),687916.000000000000,875436.000000000000,1049706.000000000000,731786.000000000000,831226.000000000000,767115.999999999880,781546.000000000000,795866.000000000000,867305.999999999880,709226.000000000000,666666.000000000000,690066.000000000120,877865.999999999880,820686.000000000000,666666.000000000000,11819090.000000000000
FS( 210 ),681666.000000000000,869436.000000000000,1041706.000000000000,725185.999999999880,821875.999999999880,763016.000000000000,776746.000000000000,789866.000000000000,867305.999999999880,709226.000000000000,666666.000000000000,690066.000000000120,862865.999999999880,818136.000000000120,666666.000000000000,11750440.000000000000
FS( 211 ),679166.000000000000,863436.000000000000,1030506.000000000000,725185.999999999880,819326.000000000000,758916.000000000000,776746.000000000000,781866.000000000000,867305.999999999880,705226.000000000000,666666.000000000000,687066.000000000120,862865.999999999880,815586.000000000000,666666.000000000000,11706540.000000000000
FS( 212 ),684166.000000000000,864936.000000000000,1065706.000000000000,725185.999999999880,827826.000000000000,763016.000000000000,781546.000000000000,793866.000000000000,869505.999999999880,708226.000000000000,666666.000000000000,690066.000000000120,874865.999999999880,820686.000000000000,666666.000000000000,11802940.000000000000
FS( 213 ),681666.000000000000,869436.000000000000,1060906.000000000000,722986.000000000120,817625.999999999880,756865.999999999880,778346.000000000000,791866.000000000000,867305.999999999880,719226.000000000000,666666.000000000000,687066.000000000120,862865.999999999880,818136.000000000120,666666.000000000000,11767640.000000000000
FS( 214 ),680416.000000000000,869436.000000000000,1121706.000000000000,727386.000000000000,824426.000000000120,758916.000000000000,778346.000000000000,797866.000000000000,871705.999999999880,716226.000000000000,666666.000000000000,687066.000000000120,859865.999999999880,820686.000000000000,666666.000000000000,11847390.000000000000
FS( 215 ),675416.000000000000,870936.000000000000,1094506.000000000000,725185.999999999880,824426.000000000120,758916.000000000000,776746.000000000000,793866.000000000000,867305.999999999880,710226.000000000000,666666.000000000000,687066.000000000120,868865.999999999880,815586.000000000000,666666.000000000000,11802390.000000000000
FS( 216 ),682916.000000000000,870936.000000000000,1132906.000000000000,725185.999999999880,820176.000000000120,756865.999999999880,776746.000000000000,791866.000000000000,862906.000000000000,708226.000000000000,666666.000000000000,687066.000000000120,871865.999999999880,823236.000000000000,666666.000000000000,11844240.000000000000
FS( 217 ),689166.000000000000,872436.000000000000,1241706.000000000000,731786.000000000000,819326.000000000000,760966.000000000120,776746.000000000000,797866.000000000000,860705.999999999880,713226.000000000000,666666.000000000000,693066.000000000120,874865.999999999880,823236.000000000000,666666.000000000000,11988440.000000000000
FS( 218 ),692916.000000000000,876936.000000000000,1310506.000000000000,733986.000000000120,828676.000000000120,763016.000000000000,773546.000000000000,795866.000000000000,865105.999999999770,717226.000000000000,666666.000000000000,687066.000000000120,928865.999999999880,823236.000000000000,666666.000000000000,12130290.000000000000
FS( 219 ),691666.000000000000,888936.000000000000,1264106.000000000000,729586.000000000000,818476.000000000000,760966.000000000120,775146.000000000000,791866.000000000000,860705.999999999880,710226.000000000000,666666.000000000000,693066.000000000120,895865.999999999880,815586.000000000000,666666.000000000000,12029540.000000000000
FS( 220 ),690416.000000000000,875436.000000000000,1321706.000000000000,727386.000000000000,821026.000000000000,760966.000000000120,778346.000000000000,783866.000000000000,856305.999999999880,711226.000000000000,666666.000000000000,690066.000000000120,892865.999999999880,807936.000000000000,666666.000000000000,12050890.000000000000
FS( 221 ),682916.000000000000,882936.000000000000,1403306.000000000000,725185.999999999880,837176.000000000120,758916.000000000000,775146.000000000000,785866.000000000000,854105.999999999770,710226.000000000000,666666.000000000000,687066.000000000120,898865.999999999880,810486.000000000000,666666.000000000000,12145540.000000000000
FS( 222 ),675416.000000000000,878436.000000000000,1377706.000000000000,722986.000000000120,821875.999999999880,758916.000000000000,771946.000000000000,781866.000000000000,854105.999999999770,712226.000000000000,666666.000000000000,687066.000000000120,880865.999999999880,805386.000000000120,666666.000000000000,12062140.000000000000
FS( 223 ),685416.000000000000,873936.000000000000,1377706.000000000000,722986.000000000120,821026.000000000000,752766.000000000000,770346.000000000000,773866.000000000000,847505.999999999880,708226.000000000000,666666.000000000000,687066.000000000120,865865.999999999880,805386.000000000120,666666.000000000000,12025440.000000000000
FS( 224 ),682916.000000000000,873936.000000000000,1321706.000000000000,725185.999999999880,821026.000000000000,754816.000000000000,778346.000000000000,775866.000000000000,860705.999999999880,713226.000000000000,666666.000000000000,687066.000000000120,850865.999999999880,810486.000000000000,666666.000000000000,11989490.000000000000
FS( 225 ),677916.000000000000,878436.000000000000,1377706.000000000000,727386.000000000000,826125.999999999880,754816.000000000000,775146.000000000000,779866.000000000000,860705.999999999880,719226.000000000000,666666.000000000000,687066.000000000120,853865.999999999880,815586.000000000000,666666.000000000000,12067190.000000000000
FS( 226 ),669166.000000000000,872436.000000000000,1406506.000000000000,720786.000000000000,813375.999999999880,754816.000000000000,775146.000000000000,779866.000000000000,858505.999999999880,710226.000000000000,666666.000000000000,693066.000000000120,850865.999999999880,807936.000000000000,666666.000000000000,12046040.000000000000
FS( 227 ),670416.000000000000,870936.000000000000,1406506.000000000000,725185.999999999880,820176.000000000120,752766.000000000000,773546.000000000000,775866.000000000000,856305.999999999880,720226.000000000000,666666.000000000000,693066.000000000120,856865.999999999880,810486.000000000000,666666.000000000000,12065690.000000000000
FS( 228 ),672916.000000000000,875436.000000000000,1414506.000000000000,725185.999999999880,820176.000000000120,754816.000000000000,775146.000000000000,779866.000000000000,860705.999999999880,718226.000000000000,666666.000000000000,696066.000000000120,856865.999999999880,810486.000000000000,666666.000000000000,12093740.000000000000
FS( 229 ),674166.000000000000,875436.000000000000,1484906.000000000000,722986.000000000120,821875.999999999880,754816.000000000000,779946.000000000000,777866.000000000000,858505.999999999880,717226.000000000000,666666.000000000000,696066.000000000120,865865.999999999880,810486.000000000000,666666.000000000000,12173490.000000000000
FS( 230 ),669166.000000000000,872436.000000000000,1454506.000000000000,718586.000000000000,822726.000000000000,756865.999999999880,778346.000000000000,783866.000000000000,860705.999999999880,714226.000000000000,666666.000000000000,687066.000000000120,856865.999999999880,813035.999999999880,666666.000000000000,12121740.000000000000
FS( 231 ),669166.000000000000,867936.000000000000,1430506.000000000000,720786.000000000000,826125.999999999880,760966.000000000120,778346.000000000000,781866.000000000000,860705.999999999880,715226.000000000000,666666.000000000000,690066.000000000120,862865.999999999880,818136.000000000120,666666.000000000000,12116040.000000000000
FS( 232 ),674166.000000000000,863436.000000000000,1390506.000000000000,722986.000000000120,828676.000000000120,763016.000000000000,783146.000000000000,791866.000000000000,867305.999999999880,717226.000000000000,666666.000000000000,693066.000000000120,862865.999999999880,820686.000000000000,666666.000000000000,12112290.000000000000
FS( 233 ),677916.000000000000,852936.000000000000,1406506.000000000000,727386.000000000000,837176.000000000120,767115.999999999880,786346.000000000000,789866.000000000000,876105.999999999770,731226.000000000000,666666.000000000000,693066.000000000120,850865.999999999880,825785.999999999880,666666.000000000000,12155640.000000000000
FS( 234 ),679166.000000000000,833436.000000000000,1408106.000000000000,727386.000000000000,833776.000000000000,763016.000000000000,779946.000000000000,789866.000000000000,880505.999999999880,729226.000000000000,666666.000000000000,690066.000000000120,841865.999999999880,833436.000000000000,666666.000000000000,12123140.000000000000
FS( 235 ),676666.000000000000,839436.000000000000,1427306.000000000000,729586.000000000000,836326.000000000000,765066.000000000000,781546.000000000000,791866.000000000000,884906.000000000000,729226.000000000000,666666.000000000000,699066.000000000120,844865.999999999880,838535.999999999880,666666.000000000000,12177740.000000000000
FS( 236 ),680416.000000000000,834936.000000000000,1456106.000000000000,727386.000000000000,840576.000000000000,769166.000000000000,783146.000000000000,793866.000000000000,878305.999999999880,730226.000000000000,666666.000000000000,693066.000000000120,847865.999999999880,835986.000000000000,666666.000000000000,12204390.000000000000
FS( 237 ),679166.000000000000,824436.000000000000,1409706.000000000000,727386.000000000000,845676.000000000120,769166.000000000000,787946.000000000000,795866.000000000000,878305.999999999880,730226.000000000000,666666.000000000000,693066.000000000120,841865.999999999880,841086.000000000000,666666.000000000000,12157240.000000000000
FS( 238 ),679166.000000000000,819936.000000000000,1412906.000000000000,725185.999999999880,836326.000000000000,765066.000000000000,786346.000000000000,789866.000000000000,876105.999999999770,734226.000000000000,666666.000000000000,693066.000000000120,835865.999999999880,835986.000000000000,666666.000000000000,12123390.000000000000
FS( 239 ),675416.000000000000,821436.000000000000,1417706.000000000000,722986.000000000120,839726.000000000000,767115.999999999880,779946.000000000000,791866.000000000000,871705.999999999880,737226.000000000000,666666.000000000000,690066.000000000120,847865.999999999880,841086.000000000000,666666.000000000000,12137490.000000000000
FS( 240 ),674166.000000000000,816936.000000000000,1432106.000000000000,722986.000000000120,832076.000000000000,765066.000000000000,779946.000000000000,791866.000000000000,869505.999999999880,744226.000000000000,666666.000000000000,690066.000000000120,853865.999999999880,835986.000000000000,666666.000000000000,12142140.000000000000
FS( 241 ),679166.000000000000,819936.000000000000,1433706.000000000000,722986.000000000120,842276.000000000000,765066.000000000000,783146.000000000000,791866.000000000000,869505.999999999880,758226.000000000000,666666.000000000000,690066.000000000120,841865.999999999880,835986.000000000000,666666.000000000000,12167140.000000000000
FS( 242 ),675416.000000000000,837936.000000000000,1419306.000000000000,725185.999999999880,836326.000000000000,763016.000000000000,783146.000000000000,791866.000000000000,880505.999999999880,756226.000000000000,666666.000000000000,690066.000000000120,829865.999999999880,843636.000000000120,666666.000000000000,12165840.000000000000
FS( 243 ),676666.000000000000,834936.000000000000,1411306.000000000000,725185.999999999880,843976.000000000000,765066.000000000000,784746.000000000000,793866.000000000000,878305.999999999880,757226.000000000000,666666.000000000000,687066.000000000120,832865.999999999880,848736.000000000000,666666.000000000000,12173290.000000000000
FS( 244 ),677916.000000000000,834936.000000000000,1432106.000000000000,722986.000000000120,837176.000000000120,760966.000000000120,778346.000000000000,787866.000000000000,865105.999999999770,756226.000000000000,666666.000000000000,690066.000000000120,829865.999999999880,841086.000000000000,666666.000000000000,12147990.000000000000
FS( 245 ),676666.000000000000,833436.000000000000,1368106.000000000000,720786.000000000000,847375.999999999880,763016.000000000000,778346.000000000000,793866.000000000000,854105.999999999770,757226.000000000000,666666.000000000000,690066.000000000120,817865.999999999880,843636.000000000120,666666.000000000000,12077840.000000000000
FS( 246 ),676666.000000000000,833436.000000000000,1364906.000000000000,722986.000000000120,850776.000000000000,765066.000000000000,775146.000000000000,789866.000000000000,856305.999999999880,751226.000000000000,666666.000000000000,687066.000000000120,817865.999999999880,843636.000000000120,666666.000000000000,12068290.000000000000
FS( 247 ),674166.000000000000,837936.000000000000,1342506.000000000000,722986.000000000120,847375.999999999880,763016.000000000000,773546.000000000000,787866.000000000000,856305.999999999880,751226.000000000000,666666.000000000000,690066.000000000120,799865.999999999880,843636.000000000120,675199.324799999940,12032373.324800000000
